freq,unit,airpol,src_crf,geo\TIME_PERIOD,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
A,MIO_T,CH4_CO2E,CRF5B,CH,0.01332,0.01408,0.01498,0.01531,0.01631,0.01718,0.01821,0.01867,0.01916,0.02092,0.02274,0.02324,0.02324,0.02299,0.02307,0.02324,0.02324,0.02314,0.02316,0.02328,0.02341,0.02434,0.02529,0.02608,0.02516,0.02486,0.02738,0.02752,0.02752,0.03061,0.03087,0.03202,0.03052,0.03239,0.03366
A,MIO_T,CH4_CO2E,CRF5B,CY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,0.00303,0.00551,0.00668,0.00573,0.00681,0.00741,0.00751,0.0076,0.00966,0.01147,0.01102,0.01143,0.01185,0.01215,0.01351
A,MIO_T,CH4_CO2E,CRF5B,CZ,,,,,,,,,,,,,,0.00246,0.00212,0.03989,0.03747,0.05236,0.08043,0.08858,0.13715,0.17265,0.26356,0.41557,0.44831,0.46677,0.48765,0.49409,0.49419,0.49079,0.50348,0.50154,0.50188,0.49708,0.49957
A,MIO_T,CH4_CO2E,CRF5B,DE,0.05939,0.07091,0.08244,0.09396,0.14828,0.2026,0.25692,0.28279,0.31478,0.36788,0.42575,0.43935,0.53008,0.53735,0.55168,0.54596,0.55831,0.59896,0.5908,0.60881,0.60534,0.6832,0.71412,0.7082,0.7725,0.77309,0.79359,0.80574,0.78248,0.79792,0.79472,0.86342,0.86923,0.88743,0.91833
A,MIO_T,CH4_CO2E,CRF5B,DK,0.03034,0.03595,0.03837,0.04548,0.04743,0.05061,0.0605,0.06952,0.07539,0.08291,0.09105,0.09264,0.10453,0.11625,0.11067,0.11561,0.12773,0.13456,0.13048,0.14306,0.1434,0.13863,0.14023,0.13895,0.16689,0.19422,0.2555,0.28401,0.30902,0.34075,0.39165,0.46439,0.48771,0.52813,0.52125
A,MIO_T,CH4_CO2E,CRF5B,EE,0.00317,0.00298,0.00403,0.00474,0.00574,0.00721,0.00673,0.00684,0.005,0.00072,0.00213,0.00201,0.00183,0.00754,0.00735,0.01048,0.0109,0.02153,0.02007,0.02295,0.02184,0.01494,0.01662,0.023,0.02031,0.02163,0.0293,0.02607,0.02745,0.02246,0.02038,0.01915,0.01935,0.01761,0.01928
A,MIO_T,CH4_CO2E,CRF5B,EL,0.00053,0.00053,0.00078,0.00083,0.00089,0.00083,0.00075,0.00431,0.00381,0.00386,0.00389,0.00075,0.00075,0.00067,0.00058,0.00204,0.00936,0.01013,0.01029,0.00328,0.01552,0.02008,0.02629,0.02543,0.02253,0.02165,0.03508,0.05096,0.06768,0.07586,0.0705,0.07898,0.10354,0.11742,0.13925
A,MIO_T,CH4_CO2E,CRF5B,ES,0.13346,0.09878,0.0764,0.08121,0.09215,0.10861,0.12463,0.15637,0.15689,0.17281,0.21503,0.2371,0.29096,0.31026,0.37161,0.38567,0.41077,0.43515,0.4762,0.49861,0.51568,0.49335,0.48093,0.44352,0.42284,0.4185,0.42445,0.47412,0.48598,0.49277,0.50237,0.55824,0.53324,0.53449,0.57587
A,MIO_T,CH4_CO2E,CRF5B,EU27_2020,0.52076,0.54688,0.56649,0.62608,0.76926,0.87676,1.00248,1.11021,1.18677,1.35685,1.52872,1.6107,1.80154,2.0147,2.13659,2.30166,2.42837,2.56009,2.67027,2.7726,2.92222,3.18201,3.52573,3.68659,3.90091,4.026,4.1948,4.39244,4.42224,4.49999,4.57478,4.7625,4.76214,4.82012,4.95689
A,MIO_T,CH4_CO2E,CRF5B,FI,0.02884,0.03238,0.03632,0.03908,0.04184,0.0477,0.05403,0.05453,0.05782,0.06115,0.06403,0.06763,0.07118,0.07372,0.07667,0.08596,0.0889,0.09726,0.09149,0.09217,0.09594,0.09793,0.08608,0.08773,0.08734,0.07814,0.07099,0.07295,0.07695,0.08873,0.08102,0.07441,0.07511,0.06245,0.07205
A,MIO_T,CH4_CO2E,CRF5B,FR,0.11231,0.11538,0.11853,0.12174,0.13803,0.15457,0.17546,0.18448,0.20891,0.28256,0.31582,0.33217,0.34879,0.37622,0.40448,0.42806,0.44971,0.46181,0.47317,0.49153,0.50596,0.60993,0.71412,0.74735,0.78059,0.79491,0.80883,0.83873,0.86596,0.83264,0.79185,0.7313,0.65411,0.65421,0.65418
A,MIO_T,CH4_CO2E,CRF5B,HR,0.0,0.0,0.0,0.0,0.00061,0.00065,0.00068,0.00072,0.00075,0.00079,0.00089,0.00072,0.00096,0.00069,0.00081,0.00148,0.00114,0.00252,0.00245,0.00213,0.00241,0.00258,0.00481,0.00677,0.00844,0.01385,0.01176,0.0115,0.01149,0.01268,0.01687,0.02174,0.03014,0.03424,0.03295
A,MIO_T,CH4_CO2E,CRF5B,HU,0.0056,0.0056,0.0056,0.0056,0.0056,0.00784,0.01014,0.00941,0.00846,0.01098,0.01044,0.00955,0.01571,0.0223,0.01342,0.02156,0.02135,0.02697,0.03757,0.05137,0.05929,0.07269,0.06616,0.0874,0.09522,0.0962,0.09822,0.1112,0.10902,0.11212,0.11419,0.11262,0.1173,0.11826,0.128
A,MIO_T,CH4_CO2E,CRF5B,IE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00249,0.00381,0.0053,0.0223,0.03039,0.02436,0.02408,0.03176,0.03133,0.03193,0.03184,0.02895,0.02927,0.02726,0.02689,0.02646,0.03066,0.03025,0.03283,0.03242,0.02953,0.02632,0.03369,0.03405
A,MIO_T,CH4_CO2E,CRF5B,IS,0.0,0.0,0.0,0.0,0.0,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00034,0.00034,0.00056,0.0009,0.00112,0.00119,0.00143,0.00171,0.0016,0.00125,0.00168,0.00226,0.00239,0.00255,0.00243,0.00269,0.00267,0.00359,0.00377,0.00499,0.00559,0.00443
A,MIO_T,CH4_CO2E,CRF5B,IT,0.00526,0.00637,0.00749,0.00861,0.01261,0.0121,0.01009,0.02561,0.03098,0.04114,0.05211,0.06754,0.08313,0.09169,0.09037,0.1026,0.10915,0.11225,0.10957,0.11158,0.13017,0.13275,0.13271,0.13894,0.15006,0.13523,0.13756,0.13563,0.13357,0.13171,0.12669,0.12625,0.11958,0.11339,0.1145
A,MIO_T,CH4_CO2E,CRF5B,LT,0.00023,0.00026,0.00029,0.00032,0.00036,0.00041,0.00045,0.00051,0.00057,0.00102,0.00218,0.00228,0.0027,0.00328,0.00313,0.00344,0.00365,0.00543,0.00473,0.00587,0.01191,0.00902,0.01229,0.02078,0.02945,0.03338,0.06207,0.06758,0.08224,0.08307,0.08044,0.07964,0.07913,0.08586,0.07193
A,MIO_T,CH4_CO2E,CRF5B,LU,0.0,0.0,0.00029,0.002,0.00247,0.00297,0.00453,0.0048,0.00584,0.00532,0.00791,0.00888,0.00998,0.01368,0.01464,0.01764,0.01949,0.02139,0.02496,0.0267,0.02757,0.02459,0.02775,0.0271,0.02905,0.02805,0.03188,0.03155,0.03222,0.02983,0.02865,0.02944,0.03,0.02341,0.02749
A,MIO_T,CH4_CO2E,CRF5B,LV,0.01869,0.01862,0.01852,0.01811,0.0178,0.01752,0.0173,0.0174,0.01747,0.01763,0.0176,0.01772,0.01772,0.01811,0.01881,0.0192,0.01791,0.01919,0.01887,0.01974,0.02083,0.02343,0.02802,0.02938,0.0341,0.03965,0.0437,0.04356,0.04418,0.03966,0.04175,0.03922,0.03614,0.03827,0.03927
A,MIO_T,CH4_CO2E,CRF5B,MT,0.0,0.0,0.0,0.0011,0.0025,0.00256,0.00155,0.00109,0.00257,0.00148,0.00174,0.00198,0.00108,0.00162,0.00176,0.0018,0.00233,0.0,0.0,0.0,0.00017,0.00098,0.00117,0.00113,0.00102,0.00093,0.00228,0.00245,0.00053,0.00024,0.00045,0.00041,0.0003,0.00042,0.00078
A,MIO_T,CH4_CO2E,CRF5B,NL,0.00479,0.01152,0.02654,0.04394,0.06249,0.07948,0.09143,0.09308,0.09026,0.09026,0.09225,0.09101,0.09033,0.08834,0.09101,0.0968,0.09722,0.11068,0.12646,0.13001,0.14319,0.16124,0.17027,0.18143,0.18613,0.18893,0.20436,0.21163,0.19557,0.21613,0.22432,0.24089,0.23908,0.24609,0.24471
A,MIO_T,CH4_CO2E,CRF5B,NO,0.00307,0.00308,0.00359,0.00487,0.00623,0.00882,0.00991,0.01213,0.01442,0.02149,0.02755,0.03382,0.03313,0.03248,0.03942,0.03748,0.03779,0.04732,0.04629,0.04256,0.04328,0.03724,0.04735,0.05154,0.04018,0.04182,0.04578,0.03544,0.03468,0.0351,0.0404,0.04307,0.03715,0.03976,0.04023
A,MIO_T,CH4_CO2E,CRF5B,PL,0.01423,0.03829,0.03326,0.03211,0.04944,0.02803,0.02996,0.03202,0.03409,0.03606,0.03606,0.04425,0.0334,0.02746,0.04405,0.06033,0.04646,0.0493,0.05031,0.05118,0.05767,0.06365,0.14036,0.14022,0.16986,0.18791,0.164,0.16646,0.17017,0.2082,0.20604,0.24082,0.26561,0.28507,0.30613
A,MIO_T,CH4_CO2E,CRF5B,PT,0.00563,0.00563,0.00563,0.00563,0.00984,0.01236,0.01241,0.01275,0.01308,0.01287,0.01539,0.01559,0.00846,0.02604,0.01444,0.01464,0.01459,0.01495,0.01945,0.02328,0.02484,0.02345,0.02585,0.02531,0.02765,0.02718,0.04997,0.05552,0.05282,0.05059,0.04045,0.05169,0.0513,0.05466,0.06439
A,MIO_T,CH4_CO2E,CRF5B,RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00088,0.08801,0.08326,0.09062,0.11533,0.11256,0.10662,0.08608,0.07652,0.06484,0.09837,0.07497,0.06753,0.06332,0.06108,0.06158,0.06311,0.06143,0.07145,0.0684,0.0685,0.05435,0.04852
A,MIO_T,CH4_CO2E,CRF5B,SE,0.00814,0.01277,0.0174,0.02203,0.02666,0.03146,0.03191,0.03236,0.03601,0.03965,0.04189,0.0431,0.04431,0.05339,0.05468,0.06433,0.06501,0.07229,0.08179,0.09422,0.0931,0.10793,0.09372,0.08318,0.07845,0.07899,0.08978,0.08959,0.07552,0.07697,0.08499,0.08081,0.08078,0.07519,0.08158
A,MIO_T,CH4_CO2E,CRF5B,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00353,0.00356,0.00262,0.00167,0.00129,0.00167,0.00204,0.00256,0.00299,0.00557,0.00549,0.00742,0.00788,0.00811,0.00833,0.01096,0.01191,0.01222,0.01267,0.01471,0.01216,0.01138,0.01221
A,MIO_T,CH4_CO2E,CRF5B,SK,0.07269,0.07269,0.07269,0.07285,0.07258,0.07442,0.07397,0.07479,0.07471,0.07485,0.07452,0.07596,0.07651,0.08293,0.08268,0.08126,0.10873,0.08213,0.08801,0.09266,0.09308,0.10724,0.12493,0.12746,0.14828,0.17711,0.15438,0.17372,0.17914,0.16837,0.2072,0.20088,0.22937,0.20906,0.21423
A,MIO_T,CH4_CO2E,CRF5B,TR,0.00816,0.00816,0.00816,0.00816,0.00816,0.00675,0.0076,0.00766,0.00706,0.0078,0.00853,0.00927,0.01104,0.01282,0.01203,0.01086,0.01077,0.01154,0.01002,0.00793,0.01332,0.01348,0.01177,0.00942,0.0097,0.01046,0.01006,0.00916,0.01147,0.01204,0.01037,0.01497,0.013,0.01248,0.01392
A,MIO_T,CH4_CO2E,CRF5B1,AT,0.01457,0.01532,0.01833,0.02294,0.02739,0.02912,0.03063,0.03022,0.03135,0.03293,0.03507,0.03631,0.03759,0.03826,0.04348,0.04594,0.04604,0.04672,0.04642,0.04659,0.04777,0.04904,0.05055,0.0479,0.04961,0.04979,0.05226,0.05197,0.05172,0.05347,0.05452,0.05641,0.05523,0.05524,0.05741
A,MIO_T,CH4_CO2E,CRF5B1,BE,0.0029,0.0029,0.0036,0.00378,0.00454,0.0057,0.00841,0.01661,0.01806,0.01999,0.02298,0.02166,0.02302,0.02323,0.02497,0.02518,0.02603,0.02739,0.02528,0.02641,0.03219,0.03351,0.03227,0.02846,0.02727,0.02768,0.02486,0.02664,0.02227,0.02652,0.026,0.0253,0.0251,0.03053,0.0248
A,MIO_T,CH4_CO2E,CRF5B1,BG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00937,0.0103,0.01193,0.00657,0.03483,0.02946,0.02666,0.00638,0.00485,0.00588,0.00759,0.00834,0.00887,0.00996
A,MIO_T,CH4_CO2E,CRF5B1,CH,0.0098,0.01071,0.01161,0.01235,0.01341,0.01443,0.01544,0.01601,0.01658,0.01808,0.01958,0.0199,0.02022,0.01998,0.01974,0.01949,0.01925,0.01901,0.01877,0.01853,0.01819,0.01797,0.01774,0.0178,0.0162,0.01484,0.01687,0.01651,0.0161,0.01803,0.01743,0.01813,0.01635,0.01714,0.01714
A,MIO_T,CH4_CO2E,CRF5B1,CY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00295,0.00537,0.00647,0.0055,0.00658,0.00717,0.00726,0.00754,0.00959,0.0114,0.01099,0.01138,0.0118,0.01208,0.01343
A,MIO_T,CH4_CO2E,CRF5B1,CZ,,,,,,,,,,,,,,,,0.03781,0.03182,0.04213,0.06084,0.03986,0.05627,0.04166,0.04276,0.05039,0.05827,0.06982,0.0996,0.10062,0.10289,0.11499,0.11648,0.11654,0.11256,0.10883,0.11133
A,MIO_T,CH4_CO2E,CRF5B1,DE,0.05939,0.07091,0.08244,0.09396,0.14828,0.2026,0.25692,0.28279,0.29129,0.32088,0.35396,0.33565,0.3708,0.36064,0.35206,0.34832,0.34317,0.35729,0.34868,0.34212,0.33746,0.34467,0.34832,0.35189,0.34041,0.34694,0.35181,0.36,0.34524,0.3469,0.35803,0.35362,0.32041,0.31811,0.3048
A,MIO_T,CH4_CO2E,CRF5B1,DK,0.02413,0.02678,0.02943,0.03209,0.03473,0.03321,0.03845,0.04494,0.04657,0.05385,0.05741,0.05454,0.06085,0.06333,0.05714,0.06019,0.06392,0.07044,0.06481,0.07125,0.0691,0.06694,0.06383,0.05882,0.06518,0.07496,0.07316,0.07509,0.06798,0.07116,0.07386,0.07497,0.06402,0.07257,0.07089
A,MIO_T,CH4_CO2E,CRF5B1,EE,0.00317,0.00298,0.00403,0.00474,0.00574,0.00721,0.00673,0.00684,0.005,0.00072,0.00213,0.00201,0.00183,0.00754,0.00735,0.01048,0.0109,0.02153,0.02007,0.02295,0.02184,0.01494,0.01662,0.023,0.02031,0.02163,0.0293,0.02607,0.02745,0.02246,0.02038,0.01915,0.01935,0.01761,0.01472
A,MIO_T,CH4_CO2E,CRF5B1,EL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00353,0.00353,0.00353,0.00353,0.0,0.0,0.0,0.00025,0.0017,0.00908,0.00982,0.01007,0.00303,0.01477,0.0185,0.02229,0.01982,0.01767,0.01512,0.02039,0.02516,0.03155,0.03165,0.00954,0.00944,0.0084,0.00763,0.00747
A,MIO_T,CH4_CO2E,CRF5B1,ES,0.13346,0.09878,0.0764,0.08121,0.09215,0.10861,0.12463,0.15637,0.15689,0.17281,0.21503,0.2371,0.29057,0.30932,0.37006,0.38413,0.40959,0.43345,0.47298,0.49017,0.50764,0.48088,0.46199,0.41106,0.38382,0.38059,0.39654,0.44555,0.45582,0.46432,0.46938,0.52928,0.50122,0.50122,0.50122
A,MIO_T,CH4_CO2E,CRF5B1,EU27_2020,0.51264,0.5354,0.55429,0.60896,0.75218,0.85364,0.97367,1.07739,1.12576,1.27101,1.4109,1.45128,1.57722,1.75645,1.84929,2.00329,2.08455,2.16076,2.22607,2.24216,2.31152,2.40123,2.56908,2.53195,2.57117,2.64983,2.70977,2.83331,2.85258,2.87901,2.87865,2.89411,2.77916,2.78552,2.82109
A,MIO_T,CH4_CO2E,CRF5B1,FI,0.02874,0.03228,0.03622,0.03898,0.04174,0.0476,0.05346,0.05386,0.05718,0.06049,0.0638,0.06674,0.06968,0.07263,0.07557,0.0847,0.08701,0.09475,0.08878,0.08864,0.09153,0.0925,0.07989,0.0815,0.08041,0.06933,0.06074,0.06207,0.06539,0.07785,0.06852,0.06013,0.06046,0.04823,0.05648
A,MIO_T,CH4_CO2E,CRF5B1,FR,0.11143,0.11421,0.11706,0.11998,0.13618,0.15263,0.17343,0.18226,0.20675,0.28028,0.31342,0.32883,0.34451,0.37208,0.40047,0.42409,0.44577,0.45708,0.46764,0.48537,0.49916,0.60247,0.70602,0.73497,0.76389,0.77124,0.77819,0.80711,0.83586,0.80173,0.76821,0.70483,0.64102,0.64111,0.64108
A,MIO_T,CH4_CO2E,CRF5B1,HR,0.0,0.0,0.0,0.0,0.00061,0.00065,0.00068,0.00072,0.00075,0.00079,0.00089,0.00072,0.00096,0.00069,0.00081,0.00148,0.00114,0.00252,0.00245,0.00206,0.00223,0.00232,0.00429,0.00597,0.00616,0.00979,0.00571,0.00645,0.00741,0.0079,0.01121,0.01298,0.01565,0.01814,0.01598
A,MIO_T,CH4_CO2E,CRF5B1,HU,0.0056,0.0056,0.0056,0.0056,0.0056,0.00784,0.01014,0.00941,0.00846,0.01098,0.0103,0.00946,0.01562,0.02094,0.01108,0.01933,0.01852,0.02149,0.02682,0.03527,0.0396,0.04339,0.04192,0.04262,0.05101,0.05335,0.05513,0.06082,0.06237,0.06515,0.06796,0.07025,0.0649,0.0669,0.06871
A,MIO_T,CH4_CO2E,CRF5B1,IE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00249,0.00381,0.0053,0.0223,0.03039,0.02436,0.02408,0.03176,0.03133,0.03187,0.03172,0.0288,0.02901,0.02681,0.02589,0.02558,0.02853,0.02736,0.02902,0.0277,0.02418,0.02228,0.02901,0.02913
A,MIO_T,CH4_CO2E,CRF5B1,IS,0.0,0.0,0.0,0.0,0.0,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.00034,0.00034,0.00056,0.0009,0.00112,0.00119,0.00143,0.00171,0.0016,0.00125,0.00168,0.00226,0.00239,0.00255,0.00243,0.00269,0.00267,0.00355,0.00309,0.00425,0.0047,0.00357
A,MIO_T,CH4_CO2E,CRF5B1,IT,0.00517,0.00627,0.00738,0.00849,0.01248,0.01196,0.00991,0.02533,0.03066,0.04065,0.05158,0.06691,0.08218,0.09043,0.08912,0.10103,0.10737,0.11015,0.10753,0.10965,0.12796,0.13038,0.13014,0.1362,0.14751,0.13265,0.13495,0.13291,0.1309,0.12896,0.1241,0.12369,0.11712,0.11079,0.11172
A,MIO_T,CH4_CO2E,CRF5B1,LT,0.00023,0.00026,0.00029,0.00032,0.00036,0.00041,0.00045,0.00051,0.00057,0.00064,0.00072,0.0008,0.0009,0.00101,0.00115,0.00117,0.00121,0.00247,0.00165,0.0018,0.00214,0.00263,0.00572,0.0106,0.01334,0.01482,0.03345,0.03449,0.04915,0.04626,0.04142,0.03742,0.03493,0.04684,0.05029
A,MIO_T,CH4_CO2E,CRF5B1,LU,0.0,0.0,0.0,0.0017,0.00218,0.00264,0.00421,0.00454,0.00565,0.0052,0.00666,0.00663,0.00748,0.00951,0.00904,0.01014,0.01051,0.01131,0.01289,0.01209,0.01227,0.00906,0.00933,0.00894,0.00955,0.00766,0.00851,0.00777,0.008,0.00803,0.00781,0.00879,0.00709,0.00771,0.00871
A,MIO_T,CH4_CO2E,CRF5B1,LV,0.01869,0.01862,0.01852,0.01811,0.0178,0.01752,0.0173,0.0174,0.01747,0.01763,0.0176,0.01772,0.01772,0.01811,0.01881,0.0192,0.01791,0.01919,0.01887,0.01974,0.02058,0.02155,0.0211,0.02028,0.02333,0.02667,0.03036,0.02968,0.03118,0.02776,0.03016,0.03054,0.02861,0.03267,0.03253
A,MIO_T,CH4_CO2E,CRF5B1,MT,0.0,0.0,0.0,0.0011,0.0025,0.00256,0.00155,0.00109,0.00257,0.00148,0.00174,0.00198,0.00108,0.00162,0.00176,0.0018,0.00233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,CH4_CO2E,CRF5B1,NL,0.00479,0.01152,0.02654,0.04394,0.06211,0.07812,0.09011,0.09116,0.08784,0.088,0.09003,0.08885,0.08906,0.08727,0.08966,0.09275,0.08774,0.08962,0.08695,0.08683,0.0795,0.07931,0.07815,0.07385,0.06817,0.06536,0.07505,0.07677,0.0781,0.075,0.07755,0.08003,0.06882,0.07105,0.07783
A,MIO_T,CH4_CO2E,CRF5B1,NO,0.00302,0.00303,0.00304,0.00431,0.00559,0.00686,0.00795,0.01011,0.0124,0.01922,0.0249,0.03076,0.03014,0.02934,0.03613,0.03381,0.03363,0.04286,0.04126,0.03722,0.0377,0.03126,0.04232,0.04588,0.03453,0.03265,0.03746,0.02588,0.02497,0.02452,0.0295,0.03129,0.02586,0.02715,0.02655
A,MIO_T,CH4_CO2E,CRF5B1,PL,0.01423,0.03829,0.03326,0.03211,0.04944,0.02803,0.02996,0.03202,0.03409,0.03606,0.03606,0.04425,0.03333,0.02735,0.04393,0.0602,0.04623,0.04918,0.05021,0.05092,0.05725,0.06277,0.13835,0.13795,0.16716,0.18411,0.1584,0.15968,0.16188,0.19898,0.19781,0.2315,0.25638,0.27546,0.29664
A,MIO_T,CH4_CO2E,CRF5B1,PT,0.00563,0.00563,0.00563,0.00563,0.00984,0.01236,0.01241,0.01275,0.01308,0.01287,0.01539,0.01559,0.00846,0.02604,0.01444,0.01464,0.01451,0.01467,0.01912,0.02305,0.02455,0.02248,0.02299,0.02156,0.02058,0.0227,0.03973,0.04554,0.04142,0.0389,0.03114,0.04008,0.04074,0.04457,0.05198
A,MIO_T,CH4_CO2E,CRF5B1,RO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08801,0.08326,0.09062,0.11533,0.11101,0.10589,0.08476,0.07275,0.04885,0.06495,0.05093,0.04384,0.04089,0.03947,0.03949,0.03782,0.0382,0.04887,0.04004,0.03634,0.03197,0.02979
A,MIO_T,CH4_CO2E,CRF5B1,SE,0.00784,0.01236,0.01689,0.02141,0.02594,0.03046,0.03035,0.03024,0.03332,0.0364,0.03808,0.03873,0.03937,0.04838,0.04921,0.0571,0.05627,0.06331,0.06929,0.07622,0.06902,0.08306,0.06839,0.06464,0.05782,0.05184,0.05813,0.0546,0.04355,0.04345,0.0455,0.04198,0.04068,0.03467,0.03839
A,MIO_T,CH4_CO2E,CRF5B1,SI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00353,0.00356,0.00262,0.00167,0.00129,0.00167,0.00204,0.00256,0.00299,0.00557,0.00549,0.00742,0.00788,0.00811,0.00833,0.01096,0.01191,0.01222,0.01267,0.01471,0.01216,0.01138,0.01221
A,MIO_T,CH4_CO2E,CRF5B1,SK,0.07269,0.07269,0.07269,0.07285,0.07258,0.07442,0.07397,0.07479,0.07471,0.07485,0.07452,0.07431,0.07486,0.08119,0.08076,0.07921,0.1065,0.0795,0.08503,0.08949,0.08816,0.0983,0.10813,0.09673,0.10803,0.13689,0.1134,0.13113,0.13939,0.13188,0.17295,0.16927,0.20555,0.18233,0.1836
A,MIO_T,CH4_CO2E,CRF5B1,TR,0.00816,0.00816,0.00816,0.00816,0.00816,0.00675,0.0076,0.00766,0.00706,0.0078,0.00853,0.00927,0.01104,0.01282,0.01203,0.01086,0.01077,0.01154,0.01002,0.00793,0.01332,0.01348,0.01177,0.00942,0.0097,0.01046,0.01006,0.00916,0.01147,0.01204,0.01037,0.01497,0.013,0.01248,0.01392
A,MIO_T,CH4_CO2E,CRF5B2,AT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031,0.00236,0.00499,0.00911,0.01515,0.01884,0.02104,0.02186,0.02273,0.02206,0.02313,0.02206,0.02395,0.02632,0.02535,0.02376,0.02452,0.02512,0.02397,0.02298,0.02171,0.0216,0.01932
A,MIO_T,CH4_CO2E,CRF5B2,BE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,MIO_T,CH4_CO2E,CRF5B2,BG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00502,0.00533,0.00415,0.00558,0.00625,0.00058,0.00881,0.01032,0.01002,0.00957,0.01136
A,MIO_T,CH4_CO2E,CRF5B2,CH,0.00351,0.00338,0.00338,0.00296,0.00289,0.00276,0.00277,0.00266,0.00258,0.00284,0.00316,0.00334,0.00302,0.00302,0.00334,0.00375,0.00399,0.00413,0.00439,0.00475,0.00522,0.00637,0.00754,0.00829,0.00896,0.01002,0.01051,0.01101,0.01142,0.01259,0.01343,0.01388,0.01417,0.01525,0.01652
A,MIO_T,CH4_CO2E,CRF5B2,CY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,9e-05,0.00014,0.00021,0.00023,0.00023,0.00024,0.00025,6e-05,7e-05,7e-05,3e-05,5e-05,6e-05,7e-05,9e-05
A,MIO_T,CH4_CO2E,CRF5B2,CZ,,,,,,,,,,,,,,0.00246,0.00212,0.00208,0.00564,0.01022,0.0196,0.04872,0.08088,0.13099,0.2208,0.36519,0.39004,0.39695,0.38805,0.39346,0.39129,0.37581,0.387,0.385,0.38932,0.38825,0.38825
A,MIO_T,CH4_CO2E,CRF5B2,DE,,,,,,,,,0.0235,0.04699,0.07179,0.1037,0.15928,0.1767,0.19962,0.19764,0.21514,0.24167,0.24212,0.26668,0.26789,0.33853,0.3658,0.35631,0.43209,0.42615,0.44178,0.44574,0.43724,0.45103,0.43669,0.5098,0.54882,0.56932,0.61353
A,MIO_T,CH4_CO2E,CRF5B2,DK,0.00622,0.00917,0.00894,0.01339,0.0127,0.0174,0.02205,0.02458,0.02882,0.02907,0.03364,0.0381,0.04368,0.05292,0.05353,0.05542,0.06381,0.06412,0.06567,0.0718,0.0743,0.07169,0.07639,0.08013,0.10171,0.11926,0.18234,0.20892,0.24104,0.26959,0.31779,0.38942,0.42369,0.45557,0.45035
A,MIO_T,CH4_CO2E,CRF5B2,EE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00456
A,MIO_T,CH4_CO2E,CRF5B2,EL,0.00053,0.00053,0.00078,0.00083,0.00089,0.00083,0.00075,0.00078,0.00028,0.00033,0.00036,0.00075,0.00075,0.00067,0.00033,0.00033,0.00028,0.00031,0.00022,0.00025,0.00075,0.00158,0.004,0.00561,0.00486,0.00653,0.01469,0.02581,0.03613,0.04421,0.06096,0.06954,0.09514,0.10979,0.13178
